,_id,ico_phase_ended,ind_coinmarketcap,ind_cryptocompare,ind_cryptowatch,ind_ravneeticoprice,name
2166,5b40605c57c41002aa12e210,1,0,0,0,0,LondonCoin
1140,5b40605c57c41002aa12de0e,1,0,0,0,0,LooksCoin
1729,5b40605c57c41002aa12e05b,1,0,0,0,0,Loomia
1634,5b40605c57c41002aa12dffc,0,0,0,0,1,LoopX
1802,5b40605c57c41002aa12e0a4,1,0,0,0,0,Lordmancer II
1626,5b40605c57c41002aa12dff4,1,0,0,0,0,Lotus
945,5b40605c57c41002aa12dd4b,1,0,0,0,0,Lotus Core
319,5b40605c57c41002aa12dad9,0,0,0,0,0,Loyakk
322,5b40605c57c41002aa12dadc,0,0,1,0,0,Loyakk Vega
1602,5b40605c57c41002aa12dfdc,1,0,0,0,0,Loyalty
1492,5b40605c57c41002aa12df6e,1,0,1,0,0,Luckbox
308,5b40605c57c41002aa12dace,0,0,0,0,0,Luckchemy
802,5b40605c57c41002aa12dcbc,1,0,0,0,0,LuckyToken 
2060,5b40605c57c41002aa12e1a6,1,0,0,0,0,Lucyd 
694,5b40605c57c41002aa12dc50,1,0,0,0,0,Lumberscout
1526,5b40605c57c41002aa12df90,1,0,0,0,0,Luna
439,5b40605c57c41002aa12db51,0,0,0,0,0,Lunch Money
737,5b40605c57c41002aa12dc7b,1,0,0,0,0,Lunes Platform
2606,5b40605d57c41002aa12e3c8,1,1,1,1,0,Lunyr
1398,5b40605c57c41002aa12df10,1,0,0,0,0,Luven Diagnostic
2294,5b40605c57c41002aa12e290,1,1,1,0,0,LuxCoin
934,5b40605c57c41002aa12dd40,1,0,0,0,0,Luxcess Group
1488,5b40605c57c41002aa12df6a,1,0,0,0,0,Lydian
2636,5b40605d57c41002aa12e3e6,1,1,1,0,0,Lykke
1400,5b40605c57c41002aa12df12,1,1,1,1,0,Lympo
1807,5b40605c57c41002aa12e0a9,1,0,0,0,0,Lynx Network
1362,5b40605c57c41002aa12deec,1,1,1,0,0,MARK.SPACE
2300,5b40605c57c41002aa12e296,0,0,0,0,0,MARVEL Coin
2392,5b40605c57c41002aa12e2f2,1,0,0,0,0,MATREXA
1464,5b40605c57c41002aa12df52,1,0,0,0,0,MATRIX 
1826,5b40605c57c41002aa12e0bc,1,0,0,0,0,MAXITUBE
434,5b40605c57c41002aa12db4c,0,0,0,0,0,MB8 Coin
404,5b40605c57c41002aa12db2e,0,0,0,0,0,MBYS
433,5b40605c57c41002aa12db4b,0,0,0,0,0,MBYZ
1079,5b40605c57c41002aa12ddd1,1,0,0,0,0,MCPay
413,5b40605c57c41002aa12db37,0,0,0,0,0,MCV-CAP
1754,5b40605c57c41002aa12e074,1,0,0,0,0,MCX
1035,5b40605c57c41002aa12dda5,1,0,0,0,0,MD Tokens
2070,5b40605c57c41002aa12e1b0,1,0,0,0,0,MDK
2335,5b40605c57c41002aa12e2b9,1,0,0,0,0,MEMTUM
2505,5b40605c57c41002aa12e363,1,0,0,0,0,METANIKA
369,5b40605c57c41002aa12db0b,0,0,0,0,0,METAtip
1370,5b40605c57c41002aa12def4,1,0,0,0,0,METRUMCOIN
888,5b40605c57c41002aa12dd12,1,0,0,0,0,MEXC
747,5b40605c57c41002aa12dc85,1,0,0,0,0,MINER ONE
644,5b40605c57c41002aa12dc1e,1,0,0,0,0,MIR COIN
1888,5b40605c57c41002aa12e0fa,1,0,0,0,0,MIROCANA
2242,5b40605c57c41002aa12e25c,1,0,0,0,0,MITO
676,5b40605c57c41002aa12dc3e,1,0,0,0,0,MLToken 
1415,5b40605c57c41002aa12df21,1,0,0,0,0,MOBILINK-COIN
889,5b40605c57c41002aa12dd13,1,0,0,0,0,MOMLIFE
2506,5b40605c57c41002aa12e364,1,1,1,1,0,MONETHA
947,5b40605c57c41002aa12dd4d,1,0,0,0,0,MOOVER
187,5b40605c57c41002aa12da55,1,0,0,0,0,MOS
81,5b40605c57c41002aa12d9eb,1,0,0,0,0,MPCX Platform
673,5b40605c57c41002aa12dc3b,1,0,0,0,0,MVL
25,5b40605c57c41002aa12d9b3,1,0,0,0,0,MYDFS (Private sale)
1524,5b40605c57c41002aa12df8e,1,0,0,0,0,Machtcoin
645,5b40605c57c41002aa12dc1f,1,0,0,0,0,Macroansy
1078,5b40605c57c41002aa12ddd0,1,0,0,0,0,Mad Network
1564,5b40605c57c41002aa12dfb6,1,0,0,0,0,Mainasset
2614,5b40605d57c41002aa12e3d0,1,0,0,0,0,Mainstreet Investment
1548,5b40605c57c41002aa12dfa6,1,0,0,0,0,Majato Project
2419,5b40605c57c41002aa12e30d,1,0,0,0,0,Mandarin
759,5b40605c57c41002aa12dc91,1,0,0,0,0,ManeCoin
944,5b40605c57c41002aa12dd4a,1,0,0,0,0,Mango Startups
613,5b40605c57c41002aa12dbff,1,0,0,0,0,Marginless
160,5b40605c57c41002aa12da3a,1,0,1,0,0,Market.space
277,5b40605c57c41002aa12daaf,0,0,0,0,0,MarsTerminal
2406,5b40605c57c41002aa12e300,1,0,0,0,0,Marta ICO
2628,5b40605d57c41002aa12e3de,1,0,0,0,0,Mass Network
2613,5b40605d57c41002aa12e3cf,1,1,0,1,0,Matchpool
2345,5b40605c57c41002aa12e2c3,1,1,1,1,0,Matryx
1550,5b40605c57c41002aa12dfa8,1,0,0,0,0,Mayuyacoin
331,5b40605c57c41002aa12dae5,0,0,0,0,0,MedAI Network
261,5b40605c57c41002aa12da9f,0,0,0,0,0,MedChain
828,5b40605c57c41002aa12dcd6,1,0,0,0,0,MedCredits
1929,5b40605c57c41002aa12e123,1,0,1,0,0,MediBloc
1474,5b40605c57c41002aa12df5c,1,0,0,0,0,Media Network Token
1911,5b40605c57c41002aa12e111,1,1,1,1,0,Medicalchain
820,5b40605c57c41002aa12dcce,1,0,1,0,0,Medichain
1195,5b40605c57c41002aa12de45,1,0,0,0,0,MedicorumCoin
1938,5b40605c57c41002aa12e12c,1,0,0,0,0,MeeTip
691,5b40605c57c41002aa12dc4d,1,0,0,0,0,MeetnGreetMe
2408,5b40605c57c41002aa12e302,1,0,0,0,0,Melenium
467,5b40605c57c41002aa12db6d,0,0,0,0,0,Memority
1024,5b40605c57c41002aa12dd9a,1,0,0,0,0,Menuva
2131,5b40605c57c41002aa12e1ed,1,0,0,0,0,Merchant Wealth Limited
782,5b40605c57c41002aa12dca8,1,1,0,0,0,Merculet
2150,5b40605c57c41002aa12e200,1,0,0,0,0,Meridian
116,5b40605c57c41002aa12da0e,1,0,0,0,0,Metabase
2319,5b40605c57c41002aa12e2a9,1,0,0,0,0,Metalleum
400,5b40605c57c41002aa12db2a,0,0,0,0,0,Metamorph Pro
1499,5b40605c57c41002aa12df75,1,0,0,0,0,MiCars
2112,5b40605c57c41002aa12e1da,1,1,1,0,0,MicroMoney
299,5b40605c57c41002aa12dac5,0,0,0,0,0,Midas Protocol
861,5b40605c57c41002aa12dcf7,1,0,0,0,0,Mieum Token
1933,5b40605c57c41002aa12e127,1,0,1,0,0,MilkCoin
1600,5b40605c57c41002aa12dfda,1,0,0,0,0,Million Dollar Token
495,5b40605c57c41002aa12db89,0,0,0,0,0,MillionCoin
1203,5b40605c57c41002aa12de4d,1,0,0,0,0,Mind Link
1981,5b40605c57c41002aa12e157,1,0,0,0,0,MindSports
445,5b40605c57c41002aa12db57,0,0,0,0,0,MinerEdge
2108,5b40605c57c41002aa12e1d6,1,0,0,0,0,Minerva
452,5b40605c57c41002aa12db5e,0,0,0,0,0,Minery
2372,5b40605c57c41002aa12e2de,1,0,0,0,0,Mingo
1891,5b40605c57c41002aa12e0fd,1,0,0,0,0,Miniapps.pro
2428,5b40605c57c41002aa12e316,1,0,0,0,0,Mining
1764,5b40605c57c41002aa12e07e,1,0,0,0,0,Mining Data Center Coin
1619,5b40605c57c41002aa12dfed,1,0,0,0,0,Mining Solutions
1372,5b40605c57c41002aa12def6,1,0,0,0,0,Miningnow
692,5b40605c57c41002aa12dc4e,1,0,0,0,0,Mira
776,5b40605c57c41002aa12dca2,1,0,0,0,0,Mirage
1487,5b40605c57c41002aa12df69,1,0,0,0,0,Mithril Ore
93,5b40605c57c41002aa12d9f7,1,0,0,0,0,MoBee Project
2599,5b40605d57c41002aa12e3c1,1,1,1,0,0,MobileGo
1975,5b40605c57c41002aa12e151,1,1,1,0,0,Mobius
893,5b40605c57c41002aa12dd17,1,0,0,0,0,Modex
2207,5b40605c57c41002aa12e239,1,0,0,0,0,ModoView
1560,5b40605c57c41002aa12dfb2,1,0,1,0,0,ModulTrade
1946,5b40605c57c41002aa12e134,1,0,1,0,0,Modulum
2460,5b40605c57c41002aa12e336,1,1,1,1,0,Modum
1781,5b40605c57c41002aa12e08f,1,0,0,0,0,Moirai
1279,5b40605c57c41002aa12de99,1,0,0,0,0,Mokenex
1713,5b40605c57c41002aa12e04b,1,0,0,0,0,Moldcoin
1940,5b40605c57c41002aa12e12e,1,0,0,0,0,Moms Avenue 
1966,5b40605c57c41002aa12e148,1,0,0,0,0,Monaize 
749,5b40605c57c41002aa12dc87,1,0,0,0,0,Monanex Exchange
1637,5b40605c57c41002aa12dfff,1,0,0,0,0,Monartis
286,5b40605c57c41002aa12dab8,0,0,0,0,0,Moneda
253,5b40605c57c41002aa12da97,0,0,0,0,0,Moneto
511,5b40605c57c41002aa12db99,0,0,0,0,0,Money By Design
535,5b40605c57c41002aa12dbb1,1,0,0,0,0,MoneyToken
998,5b40605c57c41002aa12dd80,1,0,0,0,0,MongoliaCoin
2485,5b40605c57c41002aa12e34f,1,0,0,0,0,Monkey Capital
14,5b40605c57c41002aa12d9a8,1,0,0,0,0,Monster Bit
859,5b40605c57c41002aa12dcf5,1,0,0,0,0,Monvid
418,5b40605c57c41002aa12db3c,0,0,0,0,0,Moozicore
783,5b40605c57c41002aa12dca9,1,0,0,0,0,MorganCoin
1422,5b40605c57c41002aa12df28,1,0,0,0,0,Moria
1943,5b40605c57c41002aa12e131,1,0,0,0,0,MorphX
930,5b40605c57c41002aa12dd3c,1,1,1,1,0,Morpheus Network
988,5b40605c57c41002aa12dd76,1,0,0,0,0,Mosaic 
973,5b40605c57c41002aa12dd67,1,0,0,0,0,Mossland
378,5b40605c57c41002aa12db14,0,0,0,0,0,Moveco 
1836,5b40605c57c41002aa12e0c6,1,0,0,0,0,Movement App (Pre-ICO)
1008,5b40605c57c41002aa12dd8a,1,0,0,0,0,MoxyOne
258,5b40605c57c41002aa12da9c,0,0,0,0,0,MulTra News App
2084,5b40605c57c41002aa12e1be,1,0,1,0,0,Multibot
1744,5b40605c57c41002aa12e06a,1,0,0,0,0,Multicoin 
2249,5b40605c57c41002aa12e263,1,0,0,0,0,Multigames 
15,5b40605c57c41002aa12d9a9,1,0,0,0,0,Multiversum
1977,5b40605c57c41002aa12e153,1,0,0,0,0,Munchee
1874,5b40605c57c41002aa12e0ec,1,0,0,0,0,My Lending Coin
1927,5b40605c57c41002aa12e121,1,0,0,0,0,My Safe House
2549,5b40605d57c41002aa12e38f,1,0,1,0,0,MyBit
149,5b40605c57c41002aa12da2f,1,0,0,0,0,MyCreditChain
1419,5b40605c57c41002aa12df25,1,0,0,0,0,MyEliteWallet
1260,5b40605c57c41002aa12de86,1,0,0,0,0,MyOddz.bet
527,5b40605c57c41002aa12dba9,1,0,0,0,0,MyShield
705,5b40605c57c41002aa12dc5b,1,0,0,0,0,Myriads.IO
1231,5b40605c57c41002aa12de69,1,0,0,0,0,NAREIG
1813,5b40605c57c41002aa12e0af,1,0,0,0,0,NAU
1172,5b40605c57c41002aa12de2e,1,0,0,0,0,NAVI.TRADE
453,5b40605c57c41002aa12db5f,0,0,0,0,0,NCRYPTO Network
1112,5b40605c57c41002aa12ddf2,1,0,0,0,0,NERA
2563,5b40605d57c41002aa12e39d,1,1,1,0,0,NEVERDIE
2498,5b40605c57c41002aa12e35c,1,1,1,1,0,NEXUS
2508,5b40605c57c41002aa12e366,1,0,1,0,0,NIMFAMONEY
1819,5b40605c57c41002aa12e0b5,1,1,1,0,0,NITRO
168,5b40605c57c41002aa12da42,1,0,0,0,0,NOBAR
619,5b40605c57c41002aa12dc05,1,0,0,0,0,NOSCAM
442,5b40605c57c41002aa12db54,0,0,0,0,0,NOVA
2087,5b40605c57c41002aa12e1c1,1,0,0,0,0,NOVAcool
508,5b40605c57c41002aa12db96,0,0,1,0,0,NOXBOX
982,5b40605c57c41002aa12dd70,1,0,0,0,0,NTOK 
2586,5b40605d57c41002aa12e3b4,1,0,0,0,0,NTRY platform
1477,5b40605c57c41002aa12df5f,1,0,0,0,0,NVIS
2416,5b40605c57c41002aa12e30a,1,0,0,0,0,NWA
489,5b40605c57c41002aa12db83,0,0,0,0,0,NWPSolution
1925,5b40605c57c41002aa12e11f,1,1,0,1,0,Naga
193,5b40605c57c41002aa12da5b,1,0,0,0,0,NagriCoin
76,5b40605c57c41002aa12d9e6,1,0,0,0,0,Naireum
1540,5b40605c57c41002aa12df9e,1,1,0,0,0,NapoleonX
1478,5b40605c57c41002aa12df60,1,0,0,0,0,Narrative
2458,5b40605c57c41002aa12e334,1,0,0,0,0,Natcoin
2407,5b40605c57c41002aa12e301,1,0,0,0,0,Native Currency 
1369,5b40605c57c41002aa12def3,1,0,0,0,0,Native Video Box
339,5b40605c57c41002aa12daed,0,0,0,0,0,Nativecoin
1111,5b40605c57c41002aa12ddf1,1,1,1,0,0,Naviaddress
1775,5b40605c57c41002aa12e089,1,0,0,0,0,Nebeus
2534,5b40605c57c41002aa12e380,1,1,1,1,0,Neblio
1102,5b40605c57c41002aa12dde8,1,0,0,0,0,Nedviga
1640,5b40605c57c41002aa12e002,1,0,0,0,0,Network Units
1903,5b40605c57c41002aa12e109,1,0,0,0,0,Neufund
1751,5b40605c57c41002aa12e071,1,0,0,0,0,Neurobot 
983,5b40605c57c41002aa12dd71,1,0,0,0,0,Neurochain
159,5b40605c57c41002aa12da39,1,0,0,0,0,Neurogress
1733,5b40605c57c41002aa12e05f,1,0,0,0,0,Neuromation.io
1031,5b40605c57c41002aa12dda1,1,0,0,0,0,New Royals
459,5b40605c57c41002aa12db65,0,0,0,0,0,NextPakk
766,5b40605c57c41002aa12dc98,1,0,0,0,0,Nexusless
2566,5b40605d57c41002aa12e3a0,1,0,0,0,0,Nimiq
911,5b40605c57c41002aa12dd29,1,0,0,0,0,NnBU
2212,5b40605c57c41002aa12e23e,1,0,0,0,0,NoTraffic
1204,5b40605c57c41002aa12de4e,1,0,0,0,0,Nocta
1000,5b40605c57c41002aa12dd82,1,0,1,0,0,Node
34,5b40605c57c41002aa12d9bc,1,0,0,0,0,Nomopoly
2228,5b40605c57c41002aa12e24e,1,0,0,0,0,Normie Cash
2161,5b40605c57c41002aa12e20b,1,0,0,0,0,Notary
95,5b40605c57c41002aa12d9f9,1,0,0,0,0,Nousplatform
1710,5b40605c57c41002aa12e048,1,0,0,0,0,Nova Blitz
538,5b40605c57c41002aa12dbb4,1,0,0,0,0,Nuggets (ICO)
643,5b40605c57c41002aa12dc1d,1,0,0,0,0,Nuvus
1229,5b40605c57c41002aa12de67,1,0,0,0,0,ODEM.IO
1738,5b40605c57c41002aa12e064,1,0,1,0,0,ODMCoin
282,5b40605c57c41002aa12dab4,0,0,0,0,0,OFNOG
972,5b40605c57c41002aa12dd66,1,0,0,0,0,OGCoin
1430,5b40605c57c41002aa12df30,1,0,0,0,0,OILSC
575,5b40605c57c41002aa12dbd9,1,0,0,0,0,OLXA
720,5b40605c57c41002aa12dc6a,1,0,0,0,0,ONEPAY
1334,5b40605c57c41002aa12ded0,1,0,0,0,0,ONZCOIN
2499,5b40605c57c41002aa12e35d,1,0,0,0,0,OPTION TOKEN
722,5b40605c57c41002aa12dc6c,1,0,0,0,0,ORCA
246,5b40605c57c41002aa12da90,1,0,0,0,0,ORIS.Space
110,5b40605c57c41002aa12da08,1,0,0,0,0,OSA DC
1580,5b40605c57c41002aa12dfc6,1,0,0,0,0,OTO
311,5b40605c57c41002aa12dad1,0,0,0,0,0,OVCODE
804,5b40605c57c41002aa12dcbe,1,0,0,0,0,Obirum
1275,5b40605c57c41002aa12de95,1,0,0,0,0,Obizcoin 
99,5b40605c57c41002aa12d9fd,1,0,0,0,0,OctoBit
273,5b40605c57c41002aa12daab,0,0,0,0,0,Odyfund
715,5b40605c57c41002aa12dc65,1,0,0,0,0,Oildex
1547,5b40605c57c41002aa12dfa5,1,0,0,0,0,Okolofutbola
2076,5b40605c57c41002aa12e1b6,1,0,0,0,0,Olympus
997,5b40605c57c41002aa12dd7f,1,0,0,0,0,Omine.1
2580,5b40605d57c41002aa12e3ae,1,1,1,1,0,OmiseGO
1032,5b40605c57c41002aa12dda2,1,1,1,0,0,On.Live
2578,5b40605d57c41002aa12e3ac,1,0,0,0,0,OnPlace Inc.
476,5b40605c57c41002aa12db76,0,0,0,0,0,One Hundred Coin
56,5b40605c57c41002aa12d9d2,1,0,0,0,0,OneToTwo
1093,5b40605c57c41002aa12dddf,1,0,0,0,0,Onko-stop
1205,5b40605c57c41002aa12de4f,1,0,0,0,0,Onyx Futures Exchange
895,5b40605c57c41002aa12dd19,1,0,0,0,0,Open Collectors Network
220,5b40605c57c41002aa12da76,1,0,0,0,0,Open Source University 
451,5b40605c57c41002aa12db5d,0,0,0,0,0,OpenAssets
884,5b40605c57c41002aa12dd0e,1,0,0,0,0,OpenPoll
1926,5b40605c57c41002aa12e120,1,0,0,0,0,Oracles Network
1149,5b40605c57c41002aa12de17,1,0,0,0,0,Orbeum
329,5b40605c57c41002aa12dae3,0,0,0,0,0,Orbis
1198,5b40605c57c41002aa12de48,1,0,0,0,0,Origami Network
1399,5b40605c57c41002aa12df11,1,1,1,1,0,OriginTrail
2574,5b40605d57c41002aa12e3a8,1,0,1,0,0,Orocrypt
675,5b40605c57c41002aa12dc3d,1,0,0,0,0,Otcrit Platform
2021,5b40605c57c41002aa12e17f,1,0,0,0,0,OurCoinClassic
1454,5b40605c57c41002aa12df48,1,0,0,0,0,Outing
426,5b40605c57c41002aa12db44,0,0,0,0,0,P2P Solutions Foundation 
2326,5b40605c57c41002aa12e2b0,1,1,1,1,0,PARAGON
1451,5b40605c57c41002aa12df45,1,1,1,0,0,PARKGENE
815,5b40605c57c41002aa12dcc9,1,0,0,0,0,PATH
0,5b40605c57c41002aa12d99a,1,1,1,1,0,PATRON
306,5b40605c57c41002aa12dacc,0,0,0,0,0,PAYERA
2052,5b40605c57c41002aa12e19e,1,1,1,0,0,PAYFAIR
614,5b40605c57c41002aa12dc00,1,0,0,0,0,PDATA TOKEN
964,5b40605c57c41002aa12dd5e,1,0,0,0,0,PECUNIO
2448,5b40605c57c41002aa12e32a,1,0,0,0,0,PEERBANKS
1657,5b40605c57c41002aa12e013,1,0,0,0,0,PEGASUS
307,5b40605c57c41002aa12dacd,0,0,0,0,0,PEP Network
1510,5b40605c57c41002aa12df80,1,0,0,0,0,PEP Project
1218,5b40605c57c41002aa12de5c,1,1,1,0,0,PHI Token
1582,5b40605c57c41002aa12dfc8,1,0,0,0,0,PIN Community
1124,5b40605c57c41002aa12ddfe,1,0,0,0,0,PITCH
1013,5b40605c57c41002aa12dd8f,1,0,0,0,0,PLAAK
2061,5b40605c57c41002aa12e1a7,1,1,1,1,0,PLAYKEY
795,5b40605c57c41002aa12dcb5,1,0,0,0,0,PLENUS
2157,5b40605c57c41002aa12e207,1,0,1,0,0,PLUSCOIN
1333,5b40605c57c41002aa12decf,1,0,0,0,0,PM7
1240,5b40605c57c41002aa12de72,1,0,0,0,0,PMOTION
1743,5b40605c57c41002aa12e069,1,0,0,0,0,POPEIE
49,5b40605c57c41002aa12d9cb,1,0,0,0,0,PORNX
1380,5b40605c57c41002aa12defe,1,0,0,0,0,POST
112,5b40605c57c41002aa12da0a,1,0,0,0,0,POVR
191,5b40605c57c41002aa12da59,1,0,0,0,0,PRETHER
376,5b40605c57c41002aa12db12,0,0,0,0,0,PRONTAPAY
2005,5b40605c57c41002aa12e16f,1,0,0,0,0,PROOF Suite
1896,5b40605c57c41002aa12e102,1,0,1,0,0,PROPS
2210,5b40605c57c41002aa12e23c,1,0,0,0,0,PROPX
1815,5b40605c57c41002aa12e0b1,1,0,0,0,0,PROSENSE
1932,5b40605c57c41002aa12e126,1,0,0,0,0,PROSUME 
2027,5b40605c57c41002aa12e185,1,0,0,0,0,PROVIDENCE
1470,5b40605c57c41002aa12df58,1,0,0,0,0,PUBLIQ
1519,5b40605c57c41002aa12df89,1,0,0,0,0,PUFFScoin
1990,5b40605c57c41002aa12e160,1,0,0,0,0,PUREAir Coin 
1272,5b40605c57c41002aa12de92,1,0,0,0,0,PUREGOLD
2390,5b40605c57c41002aa12e2f0,1,0,0,0,0,PYLON
908,5b40605c57c41002aa12dd26,1,0,0,0,0,PYREXCOIN
30,5b40605c57c41002aa12d9b8,1,0,0,0,0,PacketMining
416,5b40605c57c41002aa12db3a,0,0,0,0,0,PaidX
2147,5b40605c57c41002aa12e1fd,1,0,0,0,0,Pally
887,5b40605c57c41002aa12dd11,1,0,0,0,0,Papereum
345,5b40605c57c41002aa12daf3,0,0,0,0,0,Papyrus (ICO)
1666,5b40605c57c41002aa12e01c,1,0,0,0,0,Pareto 
1704,5b40605c57c41002aa12e042,1,0,0,0,0,ParkApp Pay
43,5b40605c57c41002aa12d9c5,1,0,0,0,0,Parsec Frontiers
2622,5b40605d57c41002aa12e3d8,1,0,0,0,0,PassLfix
312,5b40605c57c41002aa12dad2,0,0,1,0,0,Pavocoin
166,5b40605c57c41002aa12da40,1,0,0,0,0,PaxPay
1904,5b40605c57c41002aa12e10a,1,0,0,0,0,Paxchange 
830,5b40605c57c41002aa12dcd8,1,0,0,0,0,PayAll
2124,5b40605c57c41002aa12e1e6,1,1,1,0,0,PayPie
1677,5b40605c57c41002aa12e027,1,0,1,0,0,PayPro
730,5b40605c57c41002aa12dc74,1,0,0,0,0,Payfrit
812,5b40605c57c41002aa12dcc6,1,1,1,0,0,Paymon
1883,5b40605c57c41002aa12e0f5,1,0,0,0,0,PayperEx
275,5b40605c57c41002aa12daad,0,0,0,0,0,Payportal
1074,5b40605c57c41002aa12ddcc,1,0,0,0,0,Paysura
1880,5b40605c57c41002aa12e0f2,1,0,0,0,0,Paytailor
668,5b40605c57c41002aa12dc36,1,0,0,0,0,Paytomat
244,5b40605c57c41002aa12da8e,1,0,0,0,0,Peblik
1624,5b40605c57c41002aa12dff2,1,1,1,1,0,Peculium
1578,5b40605c57c41002aa12dfc4,1,0,0,0,0,Peerdax exchange
2078,5b40605c57c41002aa12e1b8,1,1,1,0,0,Peerguess
2051,5b40605c57c41002aa12e19d,1,0,0,0,0,Peerity
780,5b40605c57c41002aa12dca6,1,0,0,0,0,PentaCore
663,5b40605c57c41002aa12dc31,1,0,1,0,0,Petro
677,5b40605c57c41002aa12dc3f,1,0,0,0,0,PharmaToken
1085,5b40605c57c41002aa12ddd7,1,0,0,0,0,Phi Gold Mining
712,5b40605c57c41002aa12dc62,1,0,0,0,0,Phoneum
153,5b40605c57c41002aa12da33,1,0,0,0,0,Photochain
2086,5b40605c57c41002aa12e1c0,1,0,0,0,0,PiXPlatform
1003,5b40605c57c41002aa12dd85,1,0,0,0,0,Pibble
1128,5b40605c57c41002aa12de02,1,1,1,0,0,PikcioChain
2569,5b40605d57c41002aa12e3a3,1,1,1,1,0,Pillar
1643,5b40605c57c41002aa12e005,1,0,0,0,0,Pindify
200,5b40605c57c41002aa12da62,1,0,0,0,0,Pingchain
1106,5b40605c57c41002aa12ddec,1,0,0,0,0,Pingvalue
1041,5b40605c57c41002aa12ddab,1,0,0,0,0,PinkDate
1416,5b40605c57c41002aa12df22,1,0,0,0,0,Pinnacle Brilliance
1311,5b40605c57c41002aa12deb9,1,0,0,0,0,Pitch Apply
2412,5b40605c57c41002aa12e306,1,0,0,0,0,PitisCoin
218,5b40605c57c41002aa12da74,1,0,0,0,0,Pixel Charity
994,5b40605c57c41002aa12dd7c,1,0,0,0,0,Pixinch
2397,5b40605c57c41002aa12e2f7,1,0,0,0,0,Planes Cloud
1329,5b40605c57c41002aa12decb,1,0,0,0,0,Play2Live
875,5b40605c57c41002aa12dd05,1,0,0,0,0,PlayBets
158,5b40605c57c41002aa12da38,1,0,0,0,0,PlayHall
777,5b40605c57c41002aa12dca3,1,0,0,0,0,Plaza Systems
703,5b40605c57c41002aa12dc59,1,0,0,0,0,Plentix
2365,5b40605c57c41002aa12e2d7,1,0,0,0,0,PlusCoin Token
2532,5b40605c57c41002aa12e37e,1,1,1,1,0,Po.et
1569,5b40605c57c41002aa12dfbb,1,0,0,0,0,Pocketinns
1134,5b40605c57c41002aa12de08,1,0,0,0,0,PodOne
941,5b40605c57c41002aa12dd47,1,0,0,0,0,PokerSports
1479,5b40605c57c41002aa12df61,1,0,0,0,0,Polar internet sharing
1443,5b40605c57c41002aa12df3d,1,1,1,0,0,PolySwarm
2592,5b40605d57c41002aa12e3ba,1,1,1,1,0,Polybius
959,5b40605c57c41002aa12dd59,1,0,0,0,0,Ponder
2127,5b40605c57c41002aa12e1e9,1,0,0,0,0,Ponsumer
1678,5b40605c57c41002aa12e028,1,0,0,0,0,PopulTrade
2541,5b40605d57c41002aa12e387,1,1,1,1,0,Populous
1747,5b40605c57c41002aa12e06d,1,0,0,0,0,PornCoin
874,5b40605c57c41002aa12dd04,1,0,0,0,0,Poster Token
204,5b40605c57c41002aa12da66,1,0,0,0,0,Posya
2378,5b40605c57c41002aa12e2e4,1,1,1,1,0,Power Ledger
1345,5b40605c57c41002aa12dedb,1,0,0,0,0,Powervest
529,5b40605c57c41002aa12dbab,1,0,0,0,0,PreVUE
2527,5b40605c57c41002aa12e379,1,1,1,1,0,Presearch
1717,5b40605c57c41002aa12e04f,1,0,0,0,0,PressCoin
860,5b40605c57c41002aa12dcf6,1,0,0,0,0,Pretonium Coin
2584,5b40605d57c41002aa12e3b2,1,0,1,0,0,Primalbase
2053,5b40605c57c41002aa12e19f,1,0,0,0,0,Prime-Ex Perpetual
1119,5b40605c57c41002aa12ddf9,1,0,0,0,0,PriorityEx
2442,5b40605c57c41002aa12e324,1,0,0,0,0,Privateers.Life
2121,5b40605c57c41002aa12e1e3,1,1,1,0,0,Privatix
1254,5b40605c57c41002aa12de80,1,0,0,0,0,Privelege Coin
2327,5b40605c57c41002aa12e2b1,1,0,0,0,0,Proemtheus
612,5b40605c57c41002aa12dbfe,1,0,0,0,0,Profede
1565,5b40605c57c41002aa12dfb7,1,0,0,0,0,Project Districts
1215,5b40605c57c41002aa12de59,1,0,0,0,0,PronCoin
122,5b40605c57c41002aa12da14,1,0,0,0,0,Properbuz
349,5b40605c57c41002aa12daf7,0,0,0,0,0,Property Coin
1613,5b40605c57c41002aa12dfe7,1,0,0,0,0,Propify
2469,5b40605c57c41002aa12e33f,1,1,1,1,0,Propy
1961,5b40605c57c41002aa12e143,1,0,0,0,0,Protex
2116,5b40605c57c41002aa12e1de,1,0,0,0,0,Protos
2503,5b40605c57c41002aa12e361,1,0,0,0,0,Protostarr
466,5b40605c57c41002aa12db6c,0,0,0,0,0,Provoco
2382,5b40605c57c41002aa12e2e8,1,0,0,0,0,Prymex Blockchain Antivirus
431,5b40605c57c41002aa12db49,0,0,0,0,0,PryvateCoin
2006,5b40605c57c41002aa12e170,1,1,1,0,0,Publica
2175,5b40605c57c41002aa12e219,1,0,0,0,0,Puffcoin
1949,5b40605c57c41002aa12e137,1,0,0,0,0,Pulsar
788,5b40605c57c41002aa12dcae,1,0,1,0,0,PumaPay
937,5b40605c57c41002aa12dd43,1,0,0,0,0,Pumped 
2153,5b40605c57c41002aa12e203,1,0,0,0,0,Pumptoken
1586,5b40605c57c41002aa12dfcc,1,1,1,1,0,Pundi X
857,5b40605c57c41002aa12dcf3,1,0,0,0,0,Pycoin
